84 Taksh 83 62 65 27 5 2003 
85 Tanvik 65 67 90 9 2 2003 
86 Tanm 77 84 99 22 3 2001 
87 Tej 51 91 94 9 7 2003 
88 Ujjwal 44 84 58 3 6 2002 
89 Uma 45 60 61 12 7 2002 
90 Uthkars 94 59 69 18 2 2001 
91 Vaibhav 91 91 89 24 4 2002 
92 Vihaan 62 91 46 11 12 2002 
93 Viraj 79 61 74 22 1 2003 
94 Virat 71 50 98 17 10 2003 
95 Vivaan 86 96 100 10 4 2002 
96 Yug 77 83 46 8 7 2001 
97 Yuvaan 93 73 41 18 3 2002 
98 Yuvr 34 48 73 3 2 2002 
99 Zain 62 37 41 15 9 2003 
100 Zeeshan 78 49 52 11 9 2002 
101 Aadrika 41 55 56 23 10 2003 
102 Aarya 47 34 81 21 9 2001 
103 Aarna 58 36 62 7 3 2003 
104 Aaradhita 95 62 46 22 10 2003 
105 Aarohi 39 82 91 19 9 2002 
106 Aasiya 68 86 50 18 11 2002 
107 Adhira 33 49 55 26 10 2001 
108 Advika 91 56 94 26 3 2003 
109 Ahana 92 68 44 21 7 2003 
110 Amyra 53 71 81 14 4 2001 
111 Aayat 56 51 95 25 2 2002 
112 Akshara 98 100 60 6 10 2001 
113 Anahita 92 77 36 26 4 2002 
114 Anaisha 39 37 94 23 3 2001 
115 Anika 45 95 92 2 1 2003 
116 Anvi 91 70 92 18 3 2001 
117 Ananya 66 80 91 24 8 2001 
118 Arushi 69 44 88 26 12 2003 
119 Aradhya 38 56 69 17 1 2003 
120 Bhamini 56 38 50 12 10 2001 
121 Charvi 93 98 63 9 9 2003 
122 Dhriti 83 90 85 6 10 2001 
123 Disha 55 53 64 5 4 2002 
124 Diva 66 59 42 27 11 2003 
125 Drishya 93 44 63 22 12 2003 
126 Ela 41 46 82 22 10 2002 
127 Eshana 99 88 84 23 6 2001 
128 Eenakshi 66 49 93 22 2 2002 
129 Hamsika 51 94 65 11 11 2003 
130 Hrishita 79 62 41 3 4 2001 
131 Hrida 69 75 100 25 6 2003 
132 Inaaya 67 58 53 8 9 2001 
133 Inayat 33 47 60 6 10 2003 
134 Ishita 75 59 33 9 7 2001 
135 Ishani 86 61 56 18 7 2002 
136 Ira 41 77 52 26 2 2003 
137 Jaisvi 81 71 99 14 6 2002 
138 Jhanvi 38 75 98 12 10 2003 
139 Jivika 49 60 64 27 4 2001 
140 Jiya 60 55 33 4 9 2001 
141 Kashvi 75 58 77 15 5 2001 
142 Kavya 55 36 86 14 6 2001 
143 Keya 95 56 59 21 10 2002 
144 Khanak 65 67 42 23 1 2003 
145 Khushi 85 79 36 18 8 2002 
146 Kiara 37 79 86 2 5 2001 
147 Kimaya 100 67 38 21 9 2001 
148 Lasya 90 71 53 6 10 2002 
149 Lavanya 66 89 68 2 9 2001 
150 Mahika 83 87 33 24 2 2002 
151 Maitreyi 70 62 85 16 6 2003 
152 Mannat 89 99 92 8 11 2003 
153 Miraya 58 77 84 20 4 2001 
154 Mishika 98 43 70 3 10 2002 
155 Medhasvini 100 50 40 21 7 2002 
156 Myra 99 62 90 17 1 2001 
157 Naira 86 56 54 3 4 2003 
158 Naisha 70 34 49 9 9 2002 
159 Nakshatra 74 81 42 20 3 2001 
160 Navya 93 47 80 5 3 2002 
161 Nayantara 99 42 89 17 10 2001 
162 Nehmat 33 82 100 3 9 2003 
163 Nitara 63 66 35 8 4 2002 
164 Nitya 63 90 44 13 3 2003 
165 Ojasvini 68 67 88 8 10 2003 
166 Oorja 88 50 97 9 9 2003 
167 Pari 87 76 44 15 10 2002 
168 Parinaaz 35 39 49 24 2 2001 
169 Pihu 60 73 69 28 4 2001 
170 Pranavi 94 72 87 10 2 2001 
171 Prisha 50 82 51 8 6 2002 
172 Renee 40 74 48 1 12 2002 
173 Rhea 99 87 37 12 5 2001 
174 Riya 50 97 52 11 11 2002 
175 Rudrani 53 46 54 1 2 2001 
176 Saanvi 99 39 93 25 6 2003 
177 Samaira 52 72 78 7 2 2003 
178 Sana 88 67 98 3 3 2003 
179 Sara 51 60 39 3 6 2003 
180 Seher 73 99 64 7 11 2003 
181 Shanaya 35 50 77 17 1 2002 
182 Sharanya 47 93 38 15 3 2002 
183 Siya 95 36 70 22 12 2002 
184 Suhana 63 80 33 18 4 2002 
185 Tanya 69 64 41 15 4 2003 
186 Tarini 97 85 41 25 4 2001 
187 Tiya 56 55 67 21 1 2001 
188 Trisha 62 62 70 27 11 2002 
189 Urvi 81 54 68 19 1 2001 
190 Vanya 95 34 37 2 5 2003 
191 Vaidehi 56 94 84 2 4 2002 
192 Vardaniya 87 50 53 12 11 2003 
193 Vedika 75 53 68 7 2 2001 
194 Vihaana 95 99 74 9 5 2001 
195 Yashasvini 65 79 69 5 6 2002 
196 Yashvi 58 64 85 4 10 2003 
197 Zaina 60 87 36 4 9 2002 
198 Zaira 72 56 78 16 12 2002 
199 Zara 37 41 48 15 2 2003 
200 Zoya 97 88 81 12 11 2002 
201 Aaradhya 35 60 57 25 11 2003 
202 Adah 48 48 89 21 7 2002 
203 Adhira 70 63 56 13 5 2003 
204 Alisha 76 76 94 9 8 2001 
205 Amoli 86 61 43 13 2 2002 
206 Anaisha 80 47 41 1 9 2003 
207 Ananya 97 72 100 22 10 2001 
208 Anika 63 92 84 19 7 2002 
209 Anushka 38 91 72 2 11 2001 
210 Asmee 83 60 73 8 12 2001 
211 Avni 58 94 85 9 8 2001 
212 Carina 99 37 69 22 9 2001 
213 Drishti 91 35 59 7 1 2001 
214 Hiya 84 97 68 22 8 2003 
215 Ira 56 91 92 18 8 2002 
216 Ishana 72 91 97 2 10 2002 
217 Ishita 64 73 69 17 7 2003 
218 Kaia 46 54 48 28 2 2003 
219 Kashvi 37 91 80 5 5 2001 
220 Keya 67 50 73 16 12 2003 
221 Kimaya 37 86 68 28 12 2003 
222 Krisha 69 88 76 21 4 2002 
223 Larisa 93 75 56 8 9 2003 
224 Mahika 75 43 50 11 2 2003 
225 Mayra 86 87 67 11 9 2003 
226 Mehar 70 90 87 6 8 2003 
227 Mirai 43 69 100 4 6 2002 
228 Mishka 37 84 64 5 12 2002 
229 Naitee 79 43 86 1 7 2003 
230 Navya 41 77 99 28 10 2001 
231 Nehrika 67 41 78 6 12 2003 
232 Neysa 100 52 75 2 8 2002 
233 Pavati 52 84 66 18 6 2002 
234 Prisha 42 35 84 25 10 2003 
235 Ryka 94 43 71 5 4 2003 
236 Rebecca 66 91 68 1 7 2003 
237 Saanvi 79 33 92 19 8 2001 
238 Sahana 90 73 48 6 6 2002 
239 Sai 96 47 85 20 1 2002 
240 Saisha 37 66 53 17 5 2003 
241 Saloni 64 73 62 13 2 2002 
242 Shanaya 88 51 67 3 3 2001 
243 Shrishti 92 97 67 6 11 2003 
244 Sneha 77 57 95 18 5 2003 
245 Taahira 72 48 69 23 8 2001 
246 Taara 88 48 66 16 2 2002 
247 Tanvi 45 69 83 5 2 2003 
248 Viti 98 34 52 25 9 2003 
249 Zara 49 58 94 14 7 2003 
250 Aahva 86 62 70 11 2 2002 
251 Aadiv 39 38 80 28 4 2001 
252 Aarav 64 81 97 1 2 2001 
253 Akanksh 92 88 99 20 12 2001 
254 Alex 42 69 98 25 8 2001 
255 Anant 48 89 64 26 1 2002 
256 Atiksh 81 61 95 27 7 2001 
257 Ayaan 64 48 50 24 10 2003 
258 Bhuv 62 63 68 10 10 2002 
259 Dasya 100 96 99 20 2 2001 
260 Gian 95 66 96 26 6 2001 
261 Hem 51 90 63 9 5 2001 
262 Idhant 36 40 68 7 8 2002 
263 Ishank 94 63 41 27 12 2003 
264 Jash 83 75 41 23 2 2002 
265 Jay 46 88 85 17 9 2003 
266 Joseph 54 75 45 2 1 2002 
267 Kabir 36 99 80 5 2 2002 
268 Kahaan 78 42 43 21 2 2003 
269 Kairav 78 70 71 20 4 2002 
270 Kevin 80 44 34 20 4 2002 
271 Laksh 73 57 50 6 1 2002 
272 Luv 57 57 54 16 3 2002 
273 Manan 40 95 48 21 11 2002 
274 Mohammad 49 91 68 10 2 2001 
275 Naksh 50 58 53 24 3 2003 
276 Nimit 94 47 68 27 10 2003 
277 Nirav 33 48 65 17 6 2001 
278 Pahal 41 50 41 6 11 2003 
279 Parv 83 61 55 7 10 2001 
280 Pranay 61 91 86 14 12 2002 
281 Rachit 86 88 60 17 11 2003 
282 Raj 97 78 64 15 3 2001 
283 Ranbir 43 48 81 26 10 2002 
284 Raunak 59 85 76 5 5 2001 
285 Reyansh 49 72 64 5 1 2002 
286 Rishaan 82 88 54 8 11 2001 
287 Rishit 45 58 95 26 2 2002 
288 Rohan 50 91 82 14 6 2001 
289 Rudra 37 55 80 26 2 2001 
290 Rushil 75 69 56 28 12 2001 
291 Sadhil 77 69 78 14 7 2001 
292 Sarthak 49 58 35 25 3 2002 
293 Taarush 58 70 74 3 5 2001 
294 Taksh 37 82 86 26 11 2001 
295 Ved 46 99 68 14 5 2001 
296 Vihaan 99 65 97 26 4 2002 
297 Vivaan 65 46 73 28 4 2001 
298 Yash 78 85 63 19 5 2001 
299 Yug 36 78 79 4 10 2002 
300 Zuber 58 81 37 7 4 2001 
301 aabha 79 86 37 18 9 2003 
302 aabharan 66 96 38 5 1 2001 
303 aabheer 73 61 89 8 8 2002 
304 aachman 96 37 96 27 2 2002 
305 or 52 62 64 11 3 2003 
306 aadarsh 72 53 49 7 4 2001 
307 aadhira 56 100 75 3 11 2003 
308 aadhishankar 42 55 46 26 2 2001 
309 adwaitha 85 88 100 21 4 2002 
310 aadhunik 71 66 47 28 5 2001 
311 aadi 74 79 81 19 7 2002 
312 aadidev 51 92 82 1 8 2001 
313 aadinath 81 99 100 16 12 2001 
314 aadit 46 86 60 24 1 2003 
315 aaditeya 37 98 80 8 3 2001 
316 aaditya 47 45 99 28 7 2003 
317 aadya 56 89 68 9 4 2003 
318 aafreen 71 50 48 16 4 2003 
319 aagam 77 33 69 26 2 2003 
320 aagneya 41 55 57 15 8 2002 
321 aahlaad 77 53 86 17 8 2003 
322 aahlaadith 40 49 99 22 12 2003 
323 aahva 69 98 89 17 8 2003 
324 aahwaanith 54 64 95 9 12 2002 
325 aakaash 82 41 37 19 10 2002 
326 aakanksh 56 70 95 21 5 2001 
327 aakar 58 54 81 5 9 2003 
328 aakarshan 35 34 72 20 11 2003 
329 aakash 57 76 79 13 4 2003 
330 aalam 64 56 79 10 10 2002 
331 aalap 74 49 72 11 1 2003 
332 aalok 60 91 78 21 11 2001 
333 aamod 78 51 89 4 3 2003 
334 aanand 71 36 72 19 12 2001 
335 aanandswarup 43 52 43 23 3 2002 
336 aandaleeb 53 38 71 14 5 2003 
337 aanjaneya 98 33 61 5 5 2003 
338 aapt 67 81 41 27 9 2001 
339 aaradhak 65 36 85 24 12 2001 
340 aarnav 45 41 70 6 5 2001 
341 adalarasu 42 49 80 15 12 2003 
342 adarsh 68 88 70 26 2 2001 
343 bibhas 37 48 47 5 6 2003 
344 bibhavasu 50 36 74 27 12 2001 
345 bijal 92 46 98 14 1 2002 
346 bikram 75 85 53 6 4 2003 
347 bilva 84 35 53 14 3 2002 
348 bimal 77 45 81 19 9 2003 
349 bindusar 73 49 39 18 12 2003 
350 birbal 55 58 68 14 7 2003 
351 bitasok 80 99 45 18 6 2002 
352 bodhan 50 80 98 27 5 2002 
353 boudhayan 44 90 55 17 4 2001 
354 brahma 55 70 62 10 11 2003 
355 brahmaji 77 78 36 22 11 2003 
356 brahmabrata 38 60 49 7 4 2002 
357 brahmadutt 98 88 72 5 1 2003 
358 chaanakya 69 81 46 11 8 2003 
359 chaaruchandra 58 91 35 1 6 2001 
360 chaarudatt 39 38 65 20 11 2003 
361 chaaruhaas 75 39 70 22 8 2002 
362 chahel 61 94 92 17 9 2002 
363 chain 77 38 44 14 3 2002 
364 chaitan 51 94 92 2 3 2002 
365 chaitanya 75 47 96 5 7 2001 
366 chakor 76 69 60 7 1 2003 
367 chakradev 36 92 37 23 10 2002 
368 chakradhar 65 52 87 14 2 2003 
369 darpak 72 91 81 17 1 2001 
370 darpan 42 90 52 13 9 2001 
371 darsh 81 33 43 23 6 2001 
372 darshak 40 66 52 3 4 2003 
373 darshan 71 88 69 3 5 2003 
374 darshit 71 73 58 3 4 2001 
375 daruka 97 39 98 2 4 2002 
376 dasharath 33 35 44 15 5 2002 
377 dasharathi 97 59 65 15 2 2003 
378 dasmaya 54 51 47 28 8 2003 
379 datta 61 92 61 27 1 2001 
380 dattatreya 60 73 92 20 9 2001 
381 dattey 40 58 88 19 1 2002 
382 daya 99 94 75 14 12 2002 
383 dayaal 53 86 77 7 6 2001 
384 dayada 46 97 87 12 8 2001 
385 dayakar 66 82 52 10 10 2001 
386 dayakara 46 73 36 1 6 2002 
387 dayamay 68 86 51 8 6 2001 
388 dayanand 41 55 92 22 4 2002 
389 dayanidhi 98 55 92 5 4 2001 
390 hriday 35 66 68 26 3 2003 
391 hridayanand 47 82 42 17 9 2001 
392 hridayesh 59 34 90 10 3 2001 
393 hridaynath 77 43 59 9 8 2001 
394 hridik 36 75 94 21 8 2002 
395 hridyanshu 57 75 85 12 4 2003 
396 hriman 84 97 34 14 9 2001 
397 hrishi 86 92 89 11 4 2002 
398 hrishikesh 33 78 75 12 4 2001 
399 hrithik 84 92 93 11 9 2002 
400 jagad 74 48 83 6 5 2003 
401 jagadayu 37 59 65 25 4 2002 
402 jagadbandu 35 44 75 19 4 2003 
403 jagadeep 77 91 49 11 5 2003 
404 jagadev 58 100 47 1 7 2003 
405 jagadhish 72 52 39 1 12 2002 
406 jagajeet 75 89 53 9 10 2002 
407 jagajeevan 78 88 83 14 11 2002 
408 jagan 93 84 73 13 6 2003 
409 jaganmay 39 72 82 12 3 2002 
410 jagannath 80 54 75 16 1 2002 
411 jagatbehari 91 83 74 28 10 2001 
412 jagatguru 72 89 94 25 11 2001 
413 jagath 74 65 68 4 4 2003 
414 jagatkishor 79 78 84 11 3 2001 
415 jagatpal 85 57 56 9 1 2003 
416 jagatprabhu 60 44 81 5 6 2002 
417 jagatprakash 76 33 88 8 11 2002 
418 jagatveer 82 81 81 7 7 2002 
419 jagdeep 35 52 86 20 3 2001 
420 jagdeo 52 35 90 26 11 2002 
421 jagdish 54 57 89 15 10 2002 
422 kanhaiya 47 42 55 12 5 2002 
423 kanhaiyalal 53 39 70 3 10 2002 
424 kanish 76 88 81 22 8 2001 
425 kanishk 60 64 58 4 5 2001 
426 kanishka 95 56 61 10 9 2001 
427 kanishta 95 36 56 17 8 2001 
428 kanj 85 81 71 14 5 2001 
429 kantilal 48 42 89 13 10 2003 
430 kantimoy 98 88 84 16 1 2001 
431 kanu 94 88 84 12 4 2002 
432 kanv 58 88 88 14 3 2002 
433 kanvar 100 62 96 19 1 2001 
434 kanwal 100 88 49 15 10 2001 
435 kanwaljeet 49 66 83 1 12 2002 
436 kanwalkishore 80 80 85 13 9 2001 
437 khagesh 89 80 77 21 3 2002 
438 khairiya 93 39 49 26 11 2002 
439 khajit 95 84 64 8 3 2002 
440 khalid 53 45 48 26 8 2003 
441 kharanshu 94 50 48 11 5 2003 
442 khazana 89 84 56 20 7 2001 
443 khemchand 67 98 53 12 6 2003 
444 khemprakash 77 93 60 10 11 2002 
445 khushal 49 73 54 25 4 2003 
446 khushwant 39 63 99 11 4 2003 
447 kindam 47 73 82 11 5 2003 
448 kinshuk 96 52 71 2 2 2003 
449 kintan 92 51 100 27 6 2001 
450 kiraat 63 95 98 20 4 2002 
451 kiran 53 91 89 2 4 2003 
452 kiranmay 78 97 89 28 2 2002 
453 kirat 98 48 58 11 8 2001 
454 kiratidev 61 96 62 22 8 2001 
455 kireet 75 91 47 3 8 2002 
456 kirik 73 85 39 1 5 2001 
457 kirin 48 45 34 18 2 2003 
458 kirit 48 41 82 23 7 2002 
459 kiritmani 51 67 54 26 6 2002 
460 madin 77 64 40 25 2 2001 
461 madur 55 87 68 19 10 2001 
462 magadh 43 50 60 21 8 2001 
463 magan 54 37 55 21 6 2001 
464 maha 73 94 82 7 4 2002 
465 mahabahu 75 40 38 26 12 2003 
466 mahabala 35 42 70 22 3 2002 
467 mahadev 60 79 98 8 5 2001 
468 mahaj 44 43 80 18 11 2003 
469 mahakaya 86 47 79 7 1 2003 
470 mahaketu 33 52 42 3 9 2003 
471 mahakram 72 54 99 13 6 2001 
472 mahamani 49 53 99 5 3 2002 
473 mahamati 81 89 52 13 11 2001 
474 mahanidhi 81 97 67 21 2 2001 
475 medh 52 49 35 4 5 2001 
476 medhansh 68 41 54 18 12 2002 
477 meer 86 88 35 9 9 2003 
478 megh 39 97 36 16 3 2003 
479 megha 96 53 68 5 4 2001 
480 meghaj 34 77 79 8 1 2001 
481 meghan 35 43 100 16 12 2002 
482 meghashyam 97 79 70 23 8 2001 
483 meghdutt 99 55 33 13 5 2001 
484 meghnaad 75 90 62 14 1 2003 
485 meghnad 86 54 76 17 8 2003 
486 meghraj 57 49 33 12 11 2001 
487 mehaan 74 65 73 22 5 2001 
488 naishadh 82 98 44 22 3 2003 
489 nakhraj 58 63 83 22 11 2003 
490 naksatraraja 92 33 40 14 1 2002 
491 nakshatra 80 82 86 7 8 2002 
492 nakul 53 99 37 28 5 2001 
493 nal 48 53 45 17 2 2002 
494 nalesh 88 57 82 16 1 2003 
495 nalin 85 70 85 11 4 2003 
496 nalinaksh 69 56 49 23 7 2001 
497 nalinaksha 57 97 37 26 2 2001 
498 nalinikant 62 57 99 4 11 2002 
499 nabarun 39 97 84 13 6 2003 
500 nabendu 96 71 85 1 12 2002 
501 vandan patel 100 100 100 4 5 2003 
