58 Nishith 100 93 58 24 7 2002 
59 Ohas 67 61 61 5 4 2003 
60 Ojas 73 98 85 10 7 2003 
61 Parv 60 59 70 15 3 2003 
62 Pranay 71 72 53 18 7 2003 
63 Pratham 60 84 86 28 6 2001 
64 Pura 99 70 88 2 5 2001 
65 Raghav 61 62 69 7 11 2002 
66 Ranbir 84 90 89 14 9 2002 
67 Reyansh 97 55 61 18 11 2002 
68 Ritvi 62 98 90 3 9 2001 
69 Rya 92 77 66 1 2 2002 
70 Rudransh 55 55 76 3 1 2001 
71 Saatvik 82 57 85 4 7 2003 
72 Savar 87 95 77 6 1 2001 
73 Sahil 79 96 51 25 1 2003 
74 Saksham 61 73 77 27 7 2002 
75 Suman 79 53 53 19 1 2003 
76 Samar 65 70 80 1 11 2002 
77 Shaan 78 76 86 19 8 2003 
78 Sahaj 61 88 67 18 7 2001 
79 Shayana 80 84 96 7 9 2002 
80 Shlok 53 91 56 14 5 2001 
81 Shreya 91 65 77 9 11 2001 
82 Stuvan 69 71 84 4 8 2003 
83 Suveer 63 56 76 22 3 2001 
84 Taksh 77 61 64 15 6 2003 
85 Tanvik 81 65 55 3 1 2003 
86 Tanm 71 83 92 20 1 2001 
87 Tej 95 85 72 2 8 2002 
88 Ujjwal 72 76 63 6 5 2002 
89 Uma 60 98 71 23 7 2001 
90 Uthkars 57 68 73 10 9 2002 
91 Vaibhav 95 79 69 14 12 2002 
92 Vihaan 71 54 53 15 8 2001 
93 Viraj 98 71 87 22 6 2003 
94 Virat 83 90 93 26 1 2003 
95 Vivaan 51 99 83 17 4 2003 
96 Yug 67 59 92 18 8 2003 
97 Yuvaan 80 71 57 28 12 2002 
98 Yuvr 59 88 78 15 11 2003 
99 Zain 88 86 66 25 9 2002 
100 Zeeshan 55 61 97 2 7 2002 
101 Aadrika 98 99 87 23 12 2002 
102 Aarya 68 52 93 3 9 2002 
103 Aarna 83 93 56 19 9 2003 
104 Aaradhita 56 64 91 6 2 2002 
105 Aarohi 55 78 65 25 9 2003 
106 Aasiya 82 66 60 3 11 2002 
107 Adhira 88 58 77 6 10 2001 
108 Advika 75 59 95 16 12 2003 
109 Ahana 93 52 93 27 2 2003 
110 Amyra 54 58 63 13 9 2002 
111 Aayat 61 76 90 9 8 2003 
112 Akshara 88 81 99 23 6 2001 
113 Anahita 75 83 76 8 3 2002 
114 Anaisha 52 68 62 4 12 2003 
115 Anika 65 60 84 9 2 2003 
116 Anvi 58 78 89 13 1 2003 
117 Ananya 78 90 53 7 2 2002 
118 Arushi 56 70 78 20 11 2001 
119 Aradhya 94 54 99 27 12 2002 
120 Bhamini 98 51 69 4 4 2003 
121 Charvi 82 67 83 12 10 2002 
122 Dhriti 72 92 66 3 1 2002 
123 Disha 90 92 57 14 3 2001 
124 Diva 92 94 84 17 7 2001 
125 Drishya 64 55 64 25 4 2003 
126 Ela 77 85 79 23 5 2003 
127 Eshana 94 54 90 3 5 2003 
128 Eenakshi 90 80 92 23 9 2003 
129 Hamsika 61 91 88 24 8 2003 
130 Hrishita 84 81 77 8 4 2003 
131 Hrida 66 90 85 9 3 2002 
132 Inaaya 57 79 55 17 8 2002 
133 Inayat 80 54 54 23 6 2003 
134 Ishita 71 67 90 8 2 2002 
135 Ishani 71 70 97 24 9 2001 
136 Ira 97 90 80 2 7 2001 
137 Jaisvi 59 99 99 9 10 2003 
138 Jhanvi 94 95 96 6 8 2002 
139 Jivika 51 58 64 9 1 2001 
140 Jiya 73 98 55 23 6 2002 
141 Kashvi 61 98 62 7 9 2003 
142 Kavya 89 88 83 28 1 2003 
143 Keya 91 86 65 8 6 2002 
144 Khanak 55 80 68 6 9 2003 
145 Khushi 66 89 51 25 9 2003 
146 Kiara 70 99 52 4 12 2001 
147 Kimaya 58 93 81 16 6 2003 
148 Lasya 79 51 57 6 3 2002 
149 Lavanya 75 52 81 21 2 2002 
150 Mahika 75 68 62 13 4 2003 
151 Maitreyi 63 63 63 18 5 2003 
152 Mannat 56 54 56 27 9 2001 
153 Miraya 97 90 54 12 2 2003 
154 Mishika 65 86 67 9 5 2002 
155 Medhasvini 54 69 68 1 8 2003 
156 Myra 60 66 56 28 3 2003 
157 Naira 68 83 95 16 10 2002 
158 Naisha 72 88 75 22 11 2002 
159 Nakshatra 87 92 53 25 11 2003 
160 Navya 80 83 61 6 4 2003 
161 Nayantara 65 64 93 26 7 2001 
162 Nehmat 57 90 58 6 4 2002 
163 Nitara 77 68 78 26 11 2001 
164 Nitya 85 62 62 22 9 2001 
165 Ojasvini 86 98 63 13 11 2001 
166 Oorja 80 77 81 7 11 2001 
167 Pari 80 57 70 19 10 2003 
168 Parinaaz 60 83 59 26 12 2001 
169 Pihu 84 51 53 23 11 2002 
170 Pranavi 57 95 76 15 2 2001 
171 Prisha 77 59 54 14 7 2002 
172 Renee 57 51 72 23 10 2001 
173 Rhea 61 53 66 26 5 2001 
174 Riya 88 91 87 6 11 2003 
175 Rudrani 90 73 61 27 12 2002 
176 Saanvi 81 80 63 23 3 2003 
177 Samaira 51 83 56 17 10 2003 
178 Sana 98 84 81 9 11 2001 
179 Sara 89 70 73 25 7 2001 
180 Seher 98 57 51 26 12 2003 
181 Shanaya 72 77 80 25 2 2001 
182 Sharanya 98 66 52 27 2 2003 
183 Siya 95 60 86 19 5 2001 
184 Suhana 90 99 64 2 6 2002 
185 Tanya 58 69 100 6 2 2003 
186 Tarini 72 59 72 6 11 2003 
187 Tiya 66 71 57 27 5 2002 
188 Trisha 97 51 53 7 1 2003 
189 Urvi 57 62 100 18 2 2002 
190 Vanya 76 92 70 9 3 2001 
191 Vaidehi 95 64 56 23 8 2001 
192 Vardaniya 79 84 91 22 7 2003 
193 Vedika 70 84 85 12 11 2003 
194 Vihaana 53 70 71 3 12 2003 
195 Yashasvini 99 95 60 16 3 2001 
196 Yashvi 98 70 62 14 5 2002 
197 Zaina 100 80 53 9 8 2003 
198 Zaira 83 63 76 7 4 2003 
199 Zara 59 70 93 4 2 2003 
200 Zoya 55 83 80 1 10 2003 
201 Aaradhya 58 64 68 19 5 2001 
202 Adah 54 51 64 2 9 2002 
203 Adhira 77 94 91 27 11 2002 
204 Alisha 70 97 100 12 4 2001 
205 Amoli 72 76 55 17 2 2003 
206 Anaisha 72 66 96 7 3 2003 
207 Ananya 93 86 85 22 10 2003 
208 Anika 55 89 100 2 4 2002 
209 Anushka 62 71 52 11 8 2001 
210 Asmee 74 86 89 10 8 2001 
211 Avni 62 95 59 14 12 2002 
212 Carina 93 88 85 16 5 2002 
213 Drishti 51 62 99 22 5 2002 
214 Hiya 62 74 93 22 4 2003 
215 Ira 74 93 92 26 10 2001 
216 Ishana 63 70 71 4 11 2002 
217 Ishita 81 75 83 15 3 2001 
218 Kaia 52 79 69 18 10 2003 
219 Kashvi 76 54 65 20 12 2001 
220 Keya 84 77 65 16 4 2001 
221 Kimaya 57 51 86 8 7 2002 
222 Krisha 65 91 83 7 9 2001 
223 Larisa 64 68 96 28 5 2003 
224 Mahika 89 51 94 5 3 2003 
225 Mayra 84 65 75 2 6 2001 
226 Mehar 80 54 64 22 2 2001 
227 Mirai 74 59 89 24 4 2002 
228 Mishka 86 95 74 25 5 2002 
229 Naitee 53 80 86 6 3 2001 
230 Navya 99 100 96 12 9 2003 
231 Nehrika 54 68 60 19 3 2002 
232 Neysa 89 64 79 20 9 2002 
233 Pavati 71 51 88 10 6 2001 
234 Prisha 69 83 72 3 1 2001 
235 Ryka 59 60 80 11 3 2002 
236 Rebecca 82 66 77 10 11 2001 
237 Saanvi 52 80 80 12 9 2002 
238 Sahana 90 74 94 12 10 2002 
239 Sai 100 54 75 8 12 2002 
240 Saisha 95 81 86 2 3 2001 
241 Saloni 87 92 92 16 1 2001 
242 Shanaya 62 55 61 11 9 2002 
243 Shrishti 84 59 98 13 3 2001 
244 Sneha 80 86 95 21 6 2002 
245 Taahira 90 93 63 5 4 2002 
246 Taara 75 96 84 19 10 2002 
247 Tanvi 52 67 85 15 5 2003 
248 Viti 74 81 57 2 5 2003 
249 Zara 84 84 68 26 4 2003 
250 Aahva 82 56 92 15 9 2001 
251 Aadiv 59 69 82 20 2 2001 
252 Aarav 98 89 97 5 5 2001 
253 Akanksh 76 84 71 5 2 2002 
254 Alex 100 88 59 24 1 2003 
255 Anant 91 99 69 10 10 2001 
256 Atiksh 60 78 83 9 11 2003 
257 Ayaan 81 90 88 18 7 2003 
258 Bhuv 83 81 58 24 7 2003 
259 Dasya 67 93 59 16 6 2003 
260 Gian 66 61 83 18 9 2001 
261 Hem 91 68 61 28 10 2003 
262 Idhant 76 85 93 26 10 2003 
263 Ishank 69 72 53 16 6 2003 
264 Jash 63 98 79 15 8 2002 
265 Jay 65 66 67 15 4 2002 
266 Joseph 88 68 90 7 3 2002 
267 Kabir 98 95 90 13 5 2002 
268 Kahaan 76 69 63 5 11 2002 
269 Kairav 95 97 71 22 9 2002 
270 Kevin 86 80 87 28 10 2002 
271 Laksh 60 68 52 15 2 2003 
272 Luv 79 60 93 20 12 2002 
273 Manan 54 58 85 15 9 2002 
274 Mohammad 53 87 60 1 1 2001 
275 Naksh 76 84 82 1 2 2002 
276 Nimit 63 89 85 25 6 2003 
277 Nirav 71 88 83 1 5 2002 
278 Pahal 63 55 71 9 4 2001 
279 Parv 96 85 54 18 10 2002 
280 Pranay 91 98 89 16 7 2002 
281 Rachit 65 74 98 8 5 2002 
282 Raj 94 86 51 19 2 2001 
283 Ranbir 78 77 77 23 6 2002 
284 Raunak 61 100 58 19 3 2001 
285 Reyansh 90 59 81 26 9 2003 
286 Rishaan 81 97 90 9 8 2001 
287 Rishit 67 78 68 24 10 2003 
288 Rohan 82 51 94 28 5 2001 
289 Rudra 87 64 56 1 11 2002 
290 Rushil 62 64 74 27 8 2003 
291 Sadhil 81 58 60 17 12 2001 
292 Sarthak 83 89 99 27 12 2001 
293 Taarush 91 100 89 16 9 2003 
294 Taksh 54 73 73 14 3 2001 
295 Ved 91 64 99 23 11 2003 
296 Vihaan 89 60 58 6 8 2001 
297 Vivaan 98 61 68 7 7 2002 
298 Yash 70 60 100 17 9 2001 
299 Yug 64 86 61 7 6 2001 
300 Zuber 81 99 68 28 9 2003 
301 aabha 73 61 65 12 11 2003 
302 aabharan 80 57 67 24 8 2001 
303 aabheer 54 62 84 2 8 2002 
304 aachman 82 82 85 8 5 2002 
305 or 97 82 82 22 6 2002 
306 aadarsh 71 63 94 7 8 2003 
307 aadhira 93 73 53 2 10 2003 
308 aadhishankar 92 71 62 8 10 2003 
309 adwaitha 55 72 100 15 2 2003 
310 aadhunik 59 90 65 17 2 2001 
311 aadi 74 93 65 24 5 2002 
312 aadidev 89 82 70 18 10 2003 
313 aadinath 74 74 69 28 11 2003 
314 aadit 72 61 56 1 8 2002 
315 aaditeya 93 70 55 22 2 2003 
316 aaditya 72 66 95 10 11 2003 
317 aadya 75 96 62 3 2 2001 
318 aafreen 94 85 78 21 4 2002 
319 aagam 74 69 91 2 3 2001 
320 aagneya 95 61 79 16 5 2003 
321 aahlaad 90 61 95 13 9 2001 
322 aahlaadith 83 59 57 2 7 2002 
323 aahva 97 60 86 23 4 2001 
324 aahwaanith 77 68 60 6 2 2003 
325 aakaash 83 99 53 18 7 2001 
326 aakanksh 52 92 60 15 8 2002 
327 aakar 73 87 92 5 1 2002 
328 aakarshan 90 84 95 21 12 2003 
329 aakash 90 61 93 18 5 2001 
330 aalam 92 87 82 9 5 2001 
331 aalap 69 76 80 20 2 2002 
332 aalok 99 64 74 4 9 2001 
333 aamod 94 80 90 1 10 2001 
334 aanand 74 86 65 6 5 2001 
335 aanandswarup 78 84 92 25 1 2002 
336 aandaleeb 69 70 56 26 11 2001 
337 aanjaneya 63 82 58 5 2 2001 
338 aapt 96 60 97 25 6 2002 
339 aaradhak 54 67 99 8 3 2001 
340 aarnav 65 85 89 22 5 2002 
341 adalarasu 68 54 74 14 3 2002 
342 adarsh 77 68 99 6 9 2003 
343 bibhas 67 98 71 15 9 2001 
344 bibhavasu 55 61 90 8 6 2003 
345 bijal 56 54 87 11 4 2002 
346 bikram 87 60 87 6 3 2002 
347 bilva 63 66 70 27 4 2002 
348 bimal 76 65 58 5 9 2002 
349 bindusar 99 86 69 3 5 2001 
350 birbal 93 96 73 24 7 2002 
351 bitasok 63 82 77 20 3 2003 
352 bodhan 64 88 63 21 12 2003 
353 boudhayan 95 57 88 10 5 2002 
354 brahma 85 75 83 9 6 2002 
355 brahmaji 99 68 73 3 4 2002 
356 brahmabrata 83 54 83 8 12 2003 
357 brahmadutt 94 94 94 25 11 2002 
358 chaanakya 69 79 89 18 9 2001 
359 chaaruchandra 87 81 56 4 2 2002 
360 chaarudatt 69 91 92 16 9 2002 
361 chaaruhaas 100 78 65 15 12 2003 
362 chahel 86 62 93 12 1 2001 
363 chain 92 75 63 16 5 2001 
364 chaitan 67 58 97 13 2 2001 
365 chaitanya 80 58 93 18 2 2001 
366 chakor 91 88 96 24 11 2001 
367 chakradev 64 57 74 24 2 2002 
368 chakradhar 56 88 59 26 5 2003 
369 darpak 97 92 94 21 9 2003 
370 darpan 55 90 52 23 11 2001 
371 darsh 80 74 62 14 4 2003 
372 darshak 71 53 65 11 12 2002 
373 darshan 72 64 92 7 2 2001 
374 darshit 57 76 89 8 11 2003 
375 daruka 74 87 91 24 8 2001 
376 dasharath 73 97 77 25 2 2003 
377 dasharathi 73 100 67 20 2 2002 
378 dasmaya 61 54 76 28 11 2001 
379 datta 60 96 55 23 9 2002 
380 dattatreya 95 85 51 18 12 2003 
381 dattey 88 55 64 14 9 2002 
382 daya 71 61 79 11 3 2001 
383 dayaal 100 60 54 7 3 2003 
384 dayada 98 92 58 13 2 2002 
385 dayakar 56 66 85 20 11 2002 
386 dayakara 76 81 54 17 3 2003 
387 dayamay 96 75 97 15 9 2002 
388 dayanand 64 82 66 9 2 2003 
389 dayanidhi 80 67 75 14 8 2001 
390 hriday 97 60 70 1 6 2001 
391 hridayanand 63 79 53 1 8 2002 
392 hridayesh 73 82 81 10 11 2002 
393 hridaynath 60 75 53 7 8 2003 
394 hridik 100 80 68 17 7 2002 
395 hridyanshu 94 51 80 3 10 2001 
396 hriman 60 67 77 19 5 2003 
397 hrishi 71 93 51 2 11 2002 
398 hrishikesh 93 75 96 6 8 2001 
399 hrithik 54 52 98 20 7 2003 
400 jagad 66 74 61 28 1 2003 
401 jagadayu 63 55 63 2 1 2002 
402 jagadbandu 70 75 84 14 11 2002 
403 jagadeep 52 96 95 10 3 2001 
404 jagadev 63 93 53 26 3 2003 
405 jagadhish 89 86 95 22 1 2002 
406 jagajeet 70 84 62 27 9 2002 
407 jagajeevan 73 72 71 28 12 2003 
408 jagan 51 100 57 18 7 2003 
409 jaganmay 70 71 59 20 9 2003 
410 jagannath 72 89 96 18 4 2002 
411 jagatbehari 97 83 76 15 1 2003 
412 jagatguru 96 68 59 27 12 2002 
413 jagath 61 65 52 10 10 2002 
414 jagatkishor 55 55 54 25 2 2001 
415 jagatpal 86 82 94 9 7 2001 
416 jagatprabhu 54 67 73 11 6 2001 
417 jagatprakash 60 53 61 1 12 2002 
418 jagatveer 66 52 53 17 4 2001 
419 jagdeep 57 87 77 1 11 2003 
420 jagdeo 92 70 61 1 11 2003 
421 jagdish 69 86 53 28 11 2003 
422 kanhaiya 75 87 78 26 12 2002 
423 kanhaiyalal 74 90 53 17 8 2002 
424 kanish 74 57 71 8 9 2002 
425 kanishk 75 70 97 1 3 2001 
426 kanishka 56 70 70 12 1 2003 
427 kanishta 89 53 97 9 3 2002 
428 kanj 70 85 87 2 6 2003 
429 kantilal 100 65 95 22 6 2001 
430 kantimoy 74 82 51 6 2 2003 
431 kanu 62 83 80 23 8 2001 
432 kanv 52 78 56 11 11 2001 
433 kanvar 52 61 62 11 8 2001 
434 kanwal 75 64 96 9 10 2003 
435 kanwaljeet 90 62 70 12 10 2003 
436 kanwalkishore 86 91 62 24 9 2002 
437 khagesh 95 54 68 14 3 2003 
438 khairiya 93 70 53 28 12 2002 
439 khajit 96 98 63 1 6 2001 
440 khalid 66 60 65 20 8 2002 
441 kharanshu 93 59 92 15 8 2003 
442 khazana 100 82 66 5 11 2003 
443 khemchand 58 100 85 18 12 2001 
444 khemprakash 92 53 96 1 3 2003 
445 khushal 88 67 61 28 8 2002 
446 khushwant 93 94 95 10 2 2002 
447 kindam 81 97 89 3 11 2003 
448 kinshuk 64 69 80 22 1 2001 
449 kintan 74 55 51 24 11 2002 
450 kiraat 71 55 87 1 3 2001 
451 kiran 89 77 65 7 6 2002 
452 kiranmay 73 54 74 24 8 2001 
453 kirat 68 55 72 28 6 2002 
454 kiratidev 82 100 78 25 5 2001 
455 kireet 80 74 82 18 6 2001 
456 kirik 94 86 86 14 7 2003 
457 kirin 80 65 93 2 7 2002 
458 kirit 74 75 89 26 9 2002 
459 kiritmani 65 54 94 26 6 2002 
460 madin 98 81 54 18 12 2003 
461 madur 73 57 82 14 6 2002 
462 magadh 85 70 73 18 11 2003 
463 magan 59 93 66 26 8 2003 
464 maha 78 66 68 24 8 2001 
465 mahabahu 94 91 77 13 9 2003 
466 mahabala 63 91 68 9 4 2001 
467 mahadev 89 62 55 6 10 2001 
468 mahaj 84 79 79 5 7 2002 
469 mahakaya 62 60 86 15 9 2001 
470 mahaketu 89 55 94 14 10 2002 
471 mahakram 67 100 96 1 6 2003 
472 mahamani 81 69 68 12 6 2002 
473 mahamati 83 61 51 28 3 2001 
474 mahanidhi 76 59 51 27 6 2003 
475 medh 84 90 62 19 10 2002 
476 medhansh 73 75 86 16 2 2003 
477 meer 53 61 56 19 4 2001 
478 megh 55 63 61 7 9 2001 
479 megha 86 75 94 9 6 2003 
480 meghaj 56 74 95 15 6 2003 
481 meghan 100 78 78 7 12 2002 
482 meghashyam 72 81 95 25 2 2001 
483 meghdutt 91 70 99 15 5 2003 
484 meghnaad 68 98 96 5 9 2001 
485 meghnad 62 63 85 5 9 2002 
486 meghraj 81 79 87 16 11 2003 
487 mehaan 100 80 78 14 10 2001 
488 naishadh 81 97 74 16 6 2002 
489 nakhraj 91 85 64 2 11 2001 
490 naksatraraja 82 87 64 14 6 2003 
491 nakshatra 51 77 55 2 12 2003 
492 nakul 55 93 75 22 11 2001 
493 nal 88 90 74 1 11 2002 
494 nalesh 62 72 87 25 10 2001 
495 nalin 92 100 55 22 1 2002 
496 nalinaksh 87 70 95 3 3 2002 
497 nalinaksha 77 95 51 15 9 2001 
498 nalinikant 60 51 79 12 10 2002 
499 nabarun 67 82 67 17 11 2002 
500 nabendu 91 57 99 17 8 2003 
501 Vandan Patel 98 90 100 4 5 2003 
502 Vandan Patel 98 99 96 4 5 2003 
